Epoch,MSE Loss
1,0.03190294268798815
2,0.0008700251814194157
3,0.0008232709057795416
4,0.0007900609530874395
5,0.000747746613342315
6,0.0007093581111153721
7,0.0006793688704159909
8,0.0006609978658421564
9,0.0006496671771206561
10,0.0006391345471326661
11,0.0006293585268265035
12,0.0006087636736213296
13,0.0005721562348688687
14,0.0005331534817482211
15,0.0006072157630114816
16,0.0005413756215213132
17,0.00048748580281556187
18,0.00044035249811713584
19,0.00042153606513498483
20,0.0003696908170240931
21,0.00035395569180504287
22,0.00034337572885436075
23,0.0003358452112089643
24,0.000354854495006813
25,0.0003243302107875934
26,0.00032542223691832205
27,0.00030585357645967245
28,0.0003149533731630072
29,0.00031376861417291887
30,0.0003053378812702639
31,0.000285614695582938
32,0.0002439230702293571
33,0.00024516108351235744
34,0.00023426726693287492
35,0.0002353888513815556
36,0.0002267794212197519
37,0.00020927613409834782
38,0.00019568738025554921
39,0.00022317283323250843
40,0.00018010407724692153
41,0.0001758942965222689
42,0.00017400255325940504
43,0.00018205608440829174
44,0.0001700515102649141
45,0.0001701783078585452
46,0.00017286346753410595
47,0.00016538157459373387
48,0.0001698430162702737
49,0.00017003108574239638
50,0.00017007751141915963
